DateTime, Speed (Kbit/s)
4/11/2009 11:38:04 PM, 725.457312854573
4/11/2009 11:43:23 PM, 1000.99535416534
4/11/2009 11:48:48 PM, 766.017630156334
4/11/2009 11:54:14 PM, 690.064493484842
4/11/2009 11:59:36 PM, 867.16506781343
4/12/2009 12:04:54 AM, 1082.27069428198
4/12/2009 12:10:16 AM, 864.781174400704
4/12/2009 12:15:36 AM, 953.828987265009
4/12/2009 12:20:56 AM, 996.492650785606
4/12/2009 12:26:17 AM, 867.978588378125
4/12/2009 12:31:37 AM, 973.066072754269
4/12/2009 12:37:01 AM, 764.045467793646
4/12/2009 12:42:23 AM, 866.400793213617
4/12/2009 12:47:44 AM, 860.428884026258
4/12/2009 12:53:06 AM, 869.03364826786
4/12/2009 12:58:24 AM, 1085.63224737714
4/12/2009 1:03:48 AM, 789.154583312428
4/12/2009 1:09:05 AM, 1150.00658039044
4/12/2009 1:14:23 AM, 1111.25052988554
4/12/2009 1:19:41 AM, 1102.68087492989
4/12/2009 1:24:59 AM, 1069.75719240971
4/12/2009 1:30:20 AM, 909.169942196532
4/12/2009 1:35:55 AM, 868.026490066225
4/12/2009 1:41:15 AM, 932.343805572021
4/12/2009 1:46:36 AM, 883.333707738964
4/12/2009 1:51:55 AM, 1017.90318405384
4/12/2009 1:57:15 AM, 992.155427994701
4/12/2009 2:02:34 AM, 1035.73291189253
4/12/2009 2:07:50 AM, 1204.52136621228
4/12/2009 2:13:07 AM, 1130.58079355952
4/12/2009 2:18:32 AM, 731.428571428571
4/12/2009 2:23:50 AM, 1150.84802809688
4/12/2009 2:29:07 AM, 1140.16962667633
4/12/2009 2:34:25 AM, 1154.31087626596
4/12/2009 2:39:43 AM, 1107.65070422535
4/12/2009 2:45:00 AM, 1209.5232236235
4/12/2009 2:50:16 AM, 1212.78741614619
4/12/2009 2:55:35 AM, 1010.18882466281
4/12/2009 3:00:52 AM, 1222.11655011655
4/12/2009 3:06:08 AM, 1187.96374622357
4/12/2009 3:11:29 AM, 961.055847488696
4/12/2009 3:16:47 AM, 1093.55767225196
4/12/2009 3:22:05 AM, 1184.74239228683
4/12/2009 3:27:22 AM, 1150.67964006145
4/12/2009 3:32:39 AM, 1207.66584766585
4/12/2009 3:37:57 AM, 1120.43311012965
4/12/2009 3:43:13 AM, 1219.27441860465
4/12/2009 3:48:34 AM, 898.676722660268
4/12/2009 3:53:53 AM, 995.54655357934
4/12/2009 3:59:10 AM, 1183.40531186517
4/12/2009 4:04:30 AM, 980.405161129465
4/12/2009 4:09:47 AM, 1176.50086019897
4/12/2009 4:15:04 AM, 1218.89646621203
4/12/2009 4:20:20 AM, 1229.95308101345
4/12/2009 4:25:37 AM, 1206.83188828359
4/12/2009 4:30:53 AM, 1212.32002466471
4/12/2009 4:36:10 AM, 1210.92000923859
4/12/2009 4:41:30 AM, 927.833883907504
4/12/2009 4:46:46 AM, 1219.08541311425
4/12/2009 4:52:03 AM, 1185.36739769387
4/12/2009 4:57:20 AM, 1225.06737284835
4/12/2009 5:02:36 AM, 1223.35225946955
4/12/2009 5:07:53 AM, 1183.40531186517
4/12/2009 5:13:10 AM, 1199.28631338162
4/12/2009 5:18:30 AM, 953.308685374871
4/12/2009 5:23:47 AM, 1210.08155100785
4/12/2009 5:29:03 AM, 1203.7838665238
4/12/2009 5:34:20 AM, 1194.27790432802
4/12/2009 5:39:37 AM, 1091.28148199542
4/12/2009 5:44:54 AM, 1213.06802406293
4/12/2009 5:50:11 AM, 1193.64346968202
4/12/2009 5:55:32 AM, 924.615836811475
4/12/2009 6:00:48 AM, 1217.85830429733
4/12/2009 6:06:04 AM, 1238.37808046611
4/12/2009 6:11:22 AM, 1138.18944930892
4/12/2009 6:16:38 AM, 1231.20469667319
4/12/2009 6:21:55 AM, 1223.06687402799
4/12/2009 6:27:12 AM, 1168.19964349376
4/12/2009 6:32:32 AM, 962.997612196167
4/12/2009 6:37:50 AM, 1122.99300299871
4/12/2009 6:43:07 AM, 1171.85516316495
4/12/2009 6:48:25 AM, 1080.48636394862
4/12/2009 6:53:44 AM, 1049.97596795728
4/12/2009 6:59:03 AM, 1017.17907262498
4/12/2009 7:04:22 AM, 1071.50623339465
4/12/2009 7:09:40 AM, 1035.05132929718
4/12/2009 7:14:58 AM, 1131.55683453237
4/12/2009 7:20:16 AM, 1080.70908341349
4/12/2009 7:25:36 AM, 955.451342485725
4/12/2009 7:30:55 AM, 1053.70402626114
4/12/2009 7:36:13 AM, 1067.5789045001
4/12/2009 7:41:34 AM, 893.926683716965
4/12/2009 7:46:53 AM, 1032.53725464452
4/12/2009 7:52:15 AM, 885.721365018583
4/12/2009 7:57:36 AM, 902.181943329127
4/12/2009 8:02:56 AM, 1015.73393606716
4/12/2009 8:08:15 AM, 1010.38350356523
4/12/2009 8:13:37 AM, 886.920040599977
4/12/2009 8:18:56 AM, 995.987841945289
4/12/2009 8:24:17 AM, 919.642168040695
4/12/2009 8:29:49 AM, 550.703406743461
4/12/2009 8:35:23 AM, 519.285549209284
4/12/2009 8:40:52 AM, 622.226441965345
4/12/2009 8:46:21 AM, 592.438133263023
4/12/2009 8:51:44 AM, 849.553851139678
4/12/2009 8:57:11 AM, 684.806687565308
4/12/2009 9:02:38 AM, 670.045156343188
4/12/2009 9:08:04 AM, 708.369663123761
4/12/2009 9:13:45 AM, 414.118638266502
4/12/2009 9:19:34 AM, 351.926252433267
4/12/2009 9:25:20 AM, 371.422769027322
4/12/2009 9:30:40 AM, 988.600879949717
4/12/2009 9:35:58 AM, 1043.98247710076
4/12/2009 9:41:19 AM, 878.694972067039
4/12/2009 9:46:39 AM, 951.118098808732
4/12/2009 9:51:56 AM, 1202.58735377322
4/12/2009 9:57:19 AM, 792.774193548387
4/12/2009 10:02:45 AM, 699.765983004849
4/12/2009 10:08:10 AM, 776.3779061158
4/12/2009 10:13:36 AM, 696.820839978735
4/12/2009 10:18:57 AM, 898.574040219379
4/12/2009 10:24:19 AM, 846.672767400549
4/12/2009 10:29:41 AM, 911.593833314014
4/12/2009 10:35:07 AM, 694.912079172926
4/12/2009 10:40:26 AM, 1035.32385466035
4/12/2009 10:45:45 AM, 1033.21552913355
4/12/2009 10:51:03 AM, 1114.55782312925
4/12/2009 10:56:21 AM, 1110.62279339076
4/12/2009 11:01:42 AM, 840.250013355414
4/12/2009 11:07:22 AM, 433.355558616889
4/12/2009 11:13:13 AM, 331.268744734625
4/12/2009 11:18:35 AM, 879.677852348993
4/12/2009 11:23:55 AM, 937.065236818588
4/12/2009 11:29:16 AM, 874.542118432027
4/12/2009 11:34:38 AM, 881.353804774179
4/12/2009 11:40:05 AM, 653.20985090743
4/12/2009 11:45:46 AM, 427.292583537082
4/12/2009 11:51:07 AM, 874.444876855507
4/12/2009 11:56:29 AM, 885.57175834694
4/12/2009 12:01:48 PM, 997.503805175038
4/12/2009 12:07:20 PM, 549.760223698008
4/12/2009 12:12:42 PM, 873.134228933052
4/12/2009 12:18:01 PM, 999.278271918679
4/12/2009 12:23:19 PM, 1140.83121781388
4/12/2009 12:28:39 PM, 962.114020063616
4/12/2009 12:33:59 PM, 961.584642660635
4/12/2009 12:39:28 PM, 629.32181010683
4/12/2009 12:44:49 PM, 938.743061772605
4/12/2009 12:50:08 PM, 978.575250419959
